transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE105078,0.0,,,0.1429,normal,0.0714,Low
JE105351,0.0,,,0.1427,normal,0.0714,Low
JE104341,0.0,,,0.1428,normal,0.0714,Low
JE104728,0.0,,,0.1426,normal,0.0713,Low
JE107606,0.0,,,0.1426,normal,0.0713,Low
JE104419,0.0,,,0.1426,normal,0.0713,Low
JE104066,0.0,,,0.1423,normal,0.0712,Low
JE106954,0.0,,,0.1424,normal,0.0712,Low
JE106969,0.0,,,0.1423,normal,0.0712,Low
JE105563,0.0,,,0.1425,normal,0.0712,Low
JE107649,0.0,,,0.1425,normal,0.0712,Low
JE101886,0.0,,,0.1425,normal,0.0712,Low
JE103489,0.0,,,0.142,normal,0.071,Low
JE101651,0.0,,,0.1421,normal,0.071,Low
JE102439,0.0,,,0.1421,normal,0.071,Low
JE105326,0.0,,,0.1419,normal,0.071,Low
JE101180,0.0,,,0.1418,normal,0.0709,Low
JE102215,0.0,,,0.1418,normal,0.0709,Low
JE106025,0.0,,,0.1416,normal,0.0708,Low
JE105604,0.0,,,0.1416,normal,0.0708,Low
JE105698,0.0,,,0.1416,normal,0.0708,Low
JE101255,0.0,,,0.1417,normal,0.0708,Low
JE100622,0.0,,,0.1416,normal,0.0708,Low
JE100011,0.0,,,0.1414,normal,0.0707,Low
JE100665,0.0,,,0.1414,normal,0.0707,Low
JE100386,0.0,,,0.1414,normal,0.0707,Low
JE105582,0.0,,,0.1415,normal,0.0707,Low
JE105348,0.0,,,0.1414,normal,0.0707,Low
JE100742,0.0,,,0.1414,normal,0.0707,Low
JE100345,0.0,,,0.1415,normal,0.0707,Low
JE104615,0.0,,,0.1413,normal,0.0706,Low
JE105022,0.0,,,0.1412,normal,0.0706,Low
JE104718,0.0,,,0.1413,normal,0.0706,Low
JE104275,0.0,,,0.1412,normal,0.0706,Low
JE106243,0.0,,,0.1411,normal,0.0706,Low
JE103167,0.0,,,0.1413,normal,0.0706,Low
JE105732,0.0,,,0.1412,normal,0.0706,Low
JE105713,0.0,,,0.1413,normal,0.0706,Low
JE102017,0.0,,,0.1412,normal,0.0706,Low
JE100588,0.0,,,0.1411,normal,0.0706,Low
JE107314,0.0,,,0.141,normal,0.0705,Low
JE102074,0.0,,,0.141,normal,0.0705,Low
JE101532,0.0,,,0.141,normal,0.0705,Low
JE102905,0.0,,,0.1408,normal,0.0704,Low
JE103883,0.0,,,0.1408,normal,0.0704,Low
JE102938,0.0,,,0.1407,normal,0.0704,Low
JE105928,0.0,,,0.1408,normal,0.0704,Low
JE102768,0.0,,,0.1408,normal,0.0704,Low
JE107117,0.0,,,0.1407,normal,0.0704,Low
JE103354,0.0,,,0.1408,normal,0.0704,Low
JE106897,0.0,,,0.1407,normal,0.0704,Low
JE105148,0.0,,,0.1405,normal,0.0703,Low
JE107240,0.0,,,0.1405,normal,0.0703,Low
JE104352,0.0,,,0.1404,normal,0.0702,Low
JE101634,0.0,,,0.1404,normal,0.0702,Low
JE104967,0.0,,,0.1403,normal,0.0702,Low
JE107237,0.0,,,0.1403,normal,0.0702,Low
JE100276,0.0,,,0.1403,normal,0.0702,Low
JE104088,0.0,,,0.1403,normal,0.0702,Low
JE105735,0.0,,,0.1402,normal,0.0701,Low
JE100560,0.0,,,0.14,normal,0.07,Low
JE102697,0.0,,,0.1401,normal,0.07,Low
JE106159,0.0,,,0.1399,normal,0.07,Low
JE101591,0.0,,,0.1401,normal,0.07,Low
JE101971,0.0,,,0.14,normal,0.07,Low
JE105411,0.0,,,0.1398,normal,0.0699,Low
JE103781,0.0,,,0.1397,normal,0.0698,Low
JE100380,0.0,,,0.1396,normal,0.0698,Low
JE106805,0.0,,,0.1395,normal,0.0698,Low
JE107223,0.0,,,0.1397,normal,0.0698,Low
JE106509,0.0,,,0.1397,normal,0.0698,Low
JE100277,0.0,,,0.1394,normal,0.0697,Low
JE106377,0.0,,,0.1394,normal,0.0697,Low
JE102144,0.0,,,0.1394,normal,0.0697,Low
JE101788,0.0,,,0.1394,normal,0.0697,Low
JE100956,0.0,,,0.1392,normal,0.0696,Low
JE105688,0.0,,,0.1392,normal,0.0696,Low
JE100696,0.0,,,0.1391,normal,0.0696,Low
JE105702,0.0,,,0.1393,normal,0.0696,Low
JE105986,0.0,,,0.139,normal,0.0695,Low
JE101979,0.0,,,0.1388,normal,0.0694,Low
JE106330,0.0,,,0.1388,normal,0.0694,Low
JE101482,0.0,,,0.1386,normal,0.0693,Low
JE105250,0.0,,,0.1386,normal,0.0693,Low
JE101010,0.0,,,0.1385,normal,0.0693,Low
JE102106,0.0,,,0.1386,normal,0.0693,Low
JE107325,0.0,,,0.1385,normal,0.0693,Low
JE100764,0.0,,,0.1385,normal,0.0693,Low
JE103924,0.0,,,0.1385,normal,0.0693,Low
JE105159,0.0,,,0.1384,normal,0.0692,Low
JE101479,0.0,,,0.1384,normal,0.0692,Low
JE105033,0.0,,,0.1384,normal,0.0692,Low
JE105598,0.0,,,0.1384,normal,0.0692,Low
JE105386,0.0,,,0.1382,normal,0.0691,Low
JE104957,0.0,,,0.1381,normal,0.069,Low
JE107899,0.0,,,0.1381,normal,0.069,Low
JE102458,0.0,,,0.138,normal,0.069,Low
JE100700,0.0,,,0.138,normal,0.069,Low
JE103162,0.0,,,0.1378,normal,0.0689,Low
JE102065,0.0,,,0.1376,normal,0.0688,Low
JE106179,0.0,,,0.1377,normal,0.0688,Low
JE107558,0.0,,,0.1377,normal,0.0688,Low
JE105918,0.0,,,0.1374,normal,0.0687,Low
JE105421,0.0,,,0.1374,normal,0.0687,Low
JE101213,0.0,,,0.1374,normal,0.0687,Low
JE100717,0.0,,,0.1374,normal,0.0687,Low
JE100817,0.0,,,0.1372,normal,0.0686,Low
JE105383,0.0,,,0.1372,normal,0.0686,Low
JE103947,0.0,,,0.1373,normal,0.0686,Low
JE104081,0.0,,,0.1372,normal,0.0686,Low
JE106448,0.0,,,0.1373,normal,0.0686,Low
JE105870,0.0,,,0.1373,normal,0.0686,Low
JE101729,0.0,,,0.1372,normal,0.0686,Low
JE103117,0.0,,,0.137,normal,0.0685,Low
JE106473,0.0,,,0.137,normal,0.0685,Low
JE101909,0.0,,,0.1368,normal,0.0684,Low
JE105967,0.0,,,0.1368,normal,0.0684,Low
JE100369,0.0,,,0.1368,normal,0.0684,Low
JE106705,0.0,,,0.1368,normal,0.0684,Low
JE103653,0.0,,,0.1368,normal,0.0684,Low
JE106496,0.0,,,0.1367,normal,0.0683,Low
JE100349,0.0,,,0.1366,normal,0.0683,Low
JE104044,0.0,,,0.1367,normal,0.0683,Low
JE100590,0.0,,,0.1367,normal,0.0683,Low
JE102962,0.0,,,0.1363,normal,0.0682,Low
JE103465,0.0,,,0.1364,normal,0.0682,Low
JE103253,0.0,,,0.1365,normal,0.0682,Low
JE101535,0.0,,,0.1363,normal,0.0682,Low
JE100155,0.0,,,0.1364,normal,0.0682,Low
JE103977,0.0,,,0.1359,normal,0.068,Low
JE100712,0.0,,,0.1361,normal,0.068,Low
JE107541,0.0,,,0.136,normal,0.068,Low
JE105056,0.0,,,0.1359,normal,0.068,Low
JE101197,0.0,,,0.136,normal,0.068,Low
JE105403,0.0,,,0.136,normal,0.068,Low
JE104499,0.0,,,0.1358,normal,0.0679,Low
JE103263,0.0,,,0.1358,normal,0.0679,Low
JE107004,0.0,,,0.1358,normal,0.0679,Low
JE103042,0.0,,,0.1358,normal,0.0679,Low
JE103934,0.0,,,0.1358,normal,0.0679,Low
JE106750,0.0,,,0.1355,normal,0.0678,Low
JE106655,0.0,,,0.1356,normal,0.0678,Low
JE106610,0.0,,,0.1357,normal,0.0678,Low
JE100866,0.0,,,0.1356,normal,0.0678,Low
JE107752,0.0,,,0.1355,normal,0.0678,Low
JE104237,0.0,,,0.1355,normal,0.0678,Low
JE100953,0.0,,,0.1357,normal,0.0678,Low
JE102523,0.0,,,0.1356,normal,0.0678,Low
JE107101,0.0,,,0.1354,normal,0.0677,Low
JE105153,0.0,,,0.1354,normal,0.0677,Low
JE100836,0.0,,,0.1352,normal,0.0676,Low
JE106830,0.0,,,0.1351,normal,0.0676,Low
JE104910,0.0,,,0.1352,normal,0.0676,Low
JE107941,0.0,,,0.1353,normal,0.0676,Low
JE107313,0.0,,,0.1353,normal,0.0676,Low
JE102972,0.0,,,0.1348,normal,0.0674,Low
JE104285,0.0,,,0.1349,normal,0.0674,Low
JE103948,0.0,,,0.1348,normal,0.0674,Low
JE106120,0.0,,,0.1348,normal,0.0674,Low
JE104381,0.0,,,0.1349,normal,0.0674,Low
JE107028,0.0,,,0.1348,normal,0.0674,Low
JE107566,0.0,,,0.1348,normal,0.0674,Low
JE106839,0.0,,,0.1348,normal,0.0674,Low
JE105424,0.0,,,0.1347,normal,0.0673,Low
JE102481,0.0,,,0.1346,normal,0.0673,Low
JE101688,0.0,,,0.1346,normal,0.0673,Low
JE104489,0.0,,,0.1345,normal,0.0672,Low
JE107530,0.0,,,0.1344,normal,0.0672,Low
JE103910,0.0,,,0.1343,normal,0.0672,Low
JE103511,0.0,,,0.1343,normal,0.0672,Low
JE104771,0.0,,,0.1342,normal,0.0671,Low
JE107300,0.0,,,0.1342,normal,0.0671,Low
JE100471,0.0,,,0.1342,normal,0.0671,Low
JE101575,0.0,,,0.1341,normal,0.067,Low
JE102776,0.0,,,0.1339,normal,0.067,Low
JE103064,0.0,,,0.134,normal,0.067,Low
JE104585,0.0,,,0.1337,normal,0.0669,Low
JE107911,0.0,,,0.1337,normal,0.0669,Low
JE104184,0.0,,,0.1335,normal,0.0668,Low
JE107032,0.0,,,0.1336,normal,0.0668,Low
JE101782,0.0,,,0.1332,normal,0.0666,Low
JE100846,0.0,,,0.1332,normal,0.0666,Low
JE105463,0.0,,,0.1331,normal,0.0666,Low
JE101965,0.0,,,0.1331,normal,0.0666,Low
JE106394,0.0,,,0.1333,normal,0.0666,Low
JE103798,0.0,,,0.133,normal,0.0665,Low
JE103916,0.0,,,0.133,normal,0.0665,Low
JE102987,0.0,,,0.133,normal,0.0665,Low
JE106401,0.0,,,0.1328,normal,0.0664,Low
JE100523,0.0,,,0.1329,normal,0.0664,Low
JE106683,0.0,,,0.1329,normal,0.0664,Low
JE102060,0.0,,,0.1327,normal,0.0664,Low
JE106283,0.0,,,0.1329,normal,0.0664,Low
JE103376,0.0,,,0.1326,normal,0.0663,Low
JE104519,0.0,,,0.1326,normal,0.0663,Low
JE104670,0.0,,,0.1326,normal,0.0663,Low
JE105810,0.0,,,0.1323,normal,0.0662,Low
JE105020,0.0,,,0.1323,normal,0.0662,Low
JE101991,0.0,,,0.1323,normal,0.0662,Low
JE103678,0.0,,,0.1324,normal,0.0662,Low
JE105308,0.0,,,0.1325,normal,0.0662,Low
JE104469,0.0,,,0.1322,normal,0.0661,Low
JE107302,0.0,,,0.1322,normal,0.0661,Low
JE107301,0.0,,,0.1322,normal,0.0661,Low
JE107882,0.0,,,0.132,normal,0.066,Low
JE100025,0.0,,,0.132,normal,0.066,Low
JE100195,0.0,,,0.132,normal,0.066,Low
JE106950,0.0,,,0.1321,normal,0.066,Low
JE103342,0.0,,,0.1321,normal,0.066,Low
JE103525,0.0,,,0.1319,normal,0.066,Low
JE100930,0.0,,,0.1317,normal,0.0659,Low
JE107315,0.0,,,0.1317,normal,0.0659,Low
JE102563,0.0,,,0.1318,normal,0.0659,Low
JE107964,0.0,,,0.1318,normal,0.0659,Low
JE105995,0.0,,,0.1315,normal,0.0658,Low
JE102448,0.0,,,0.1316,normal,0.0658,Low
JE103394,0.0,,,0.1316,normal,0.0658,Low
JE100547,0.0,,,0.1314,normal,0.0657,Low
JE101369,0.0,,,0.1313,normal,0.0656,Low
JE102707,0.0,,,0.1313,normal,0.0656,Low
JE106957,0.0,,,0.1313,normal,0.0656,Low
JE102877,0.0,,,0.1311,normal,0.0656,Low
JE104017,0.0,,,0.1312,normal,0.0656,Low
JE100261,0.0,,,0.1313,normal,0.0656,Low
JE106788,0.0,,,0.1313,normal,0.0656,Low
JE102103,0.0,,,0.1308,normal,0.0654,Low
JE100884,0.0,,,0.1308,normal,0.0654,Low
JE102399,0.0,,,0.1307,normal,0.0654,Low
JE105752,0.0,,,0.1307,normal,0.0654,Low
JE100940,0.0,,,0.1309,normal,0.0654,Low
JE105146,0.0,,,0.1307,normal,0.0654,Low
JE100106,0.0,,,0.1307,normal,0.0654,Low
JE106540,0.0,,,0.1309,normal,0.0654,Low
JE107253,0.0,,,0.1306,normal,0.0653,Low
JE105297,0.0,,,0.1303,normal,0.0652,Low
JE104993,0.0,,,0.1304,normal,0.0652,Low
JE102039,0.0,,,0.1304,normal,0.0652,Low
JE101771,0.0,,,0.1304,normal,0.0652,Low
JE100134,0.0,,,0.1302,normal,0.0651,Low
JE107192,0.0,,,0.1301,normal,0.065,Low
JE105851,0.0,,,0.1301,normal,0.065,Low
JE104042,0.0,,,0.13,normal,0.065,Low
JE100366,0.0,,,0.1301,normal,0.065,Low
JE107926,0.0,,,0.1301,normal,0.065,Low
JE102371,0.0,,,0.1298,normal,0.0649,Low
JE104216,0.0,,,0.1298,normal,0.0649,Low
JE107485,0.0,,,0.1298,normal,0.0649,Low
JE102626,0.0,,,0.1298,normal,0.0649,Low
JE104758,0.0,,,0.1297,normal,0.0648,Low
JE101588,0.0,,,0.1297,normal,0.0648,Low
JE100511,0.0,,,0.1295,normal,0.0648,Low
JE100322,0.0,,,0.1297,normal,0.0648,Low
JE105067,0.0,,,0.1296,normal,0.0648,Low
JE103330,0.0,,,0.1297,normal,0.0648,Low
JE100638,0.0,,,0.1294,normal,0.0647,Low
JE105054,0.0,,,0.1292,normal,0.0646,Low
JE100144,0.0,,,0.1291,normal,0.0646,Low
JE102030,0.0,,,0.1293,normal,0.0646,Low
JE101395,0.0,,,0.1291,normal,0.0646,Low
JE102581,0.0,,,0.1293,normal,0.0646,Low
JE107750,0.0,,,0.1293,normal,0.0646,Low
JE106765,0.0,,,0.1292,normal,0.0646,Low
JE101702,0.0,,,0.1292,normal,0.0646,Low
JE100529,0.0,,,0.1291,normal,0.0646,Low
JE101755,0.0,,,0.1293,normal,0.0646,Low
JE102879,0.0,,,0.129,normal,0.0645,Low
JE101586,0.0,,,0.129,normal,0.0645,Low
JE101145,0.0,,,0.1287,normal,0.0644,Low
JE101051,0.0,,,0.1287,normal,0.0644,Low
JE105572,0.0,,,0.1287,normal,0.0644,Low
JE107073,0.0,,,0.1289,normal,0.0644,Low
JE105953,0.0,,,0.1289,normal,0.0644,Low
JE100676,0.0,,,0.1289,normal,0.0644,Low
JE105866,0.0,,,0.1286,normal,0.0643,Low
JE100918,0.0,,,0.1286,normal,0.0643,Low
JE107304,0.0,,,0.1283,normal,0.0642,Low
JE105519,0.0,,,0.1284,normal,0.0642,Low
JE103094,0.0,,,0.1285,normal,0.0642,Low
JE101828,0.0,,,0.1282,normal,0.0641,Low
JE100741,0.0,,,0.1282,normal,0.0641,Low
JE106692,0.0,,,0.128,normal,0.064,Low
JE100410,0.0,,,0.1279,normal,0.064,Low
JE101322,0.0,,,0.128,normal,0.064,Low
JE100607,0.0,,,0.128,normal,0.064,Low
JE105852,0.0,,,0.128,normal,0.064,Low
JE107450,0.0,,,0.128,normal,0.064,Low
JE107380,0.0,,,0.1281,normal,0.064,Low
JE107419,0.0,,,0.1279,normal,0.064,Low
JE102883,0.0,,,0.1279,normal,0.064,Low
JE103282,0.0,,,0.128,normal,0.064,Low
JE103359,0.0,,,0.1278,normal,0.0639,Low
JE102593,0.0,,,0.1278,normal,0.0639,Low
JE100225,0.0,,,0.1278,normal,0.0639,Low
JE100629,0.0,,,0.1278,normal,0.0639,Low
JE103998,0.0,,,0.1276,normal,0.0638,Low
JE100465,0.0,,,0.1277,normal,0.0638,Low
JE102068,0.0,,,0.1275,normal,0.0638,Low
JE101773,0.0,,,0.1277,normal,0.0638,Low
JE107445,0.0,,,0.1274,normal,0.0637,Low
JE103274,0.0,,,0.1272,normal,0.0636,Low
JE105483,0.0,,,0.1272,normal,0.0636,Low
JE106265,0.0,,,0.1271,normal,0.0636,Low
JE106923,0.0,,,0.1273,normal,0.0636,Low
JE105880,0.0,,,0.1272,normal,0.0636,Low
JE100304,0.0,,,0.127,normal,0.0635,Low
JE107137,0.0,,,0.1269,normal,0.0635,Low
JE102459,0.0,,,0.1268,normal,0.0634,Low
JE104305,0.0,,,0.1267,normal,0.0634,Low
JE102812,0.0,,,0.1267,normal,0.0634,Low
JE106137,0.0,,,0.1267,normal,0.0634,Low
JE106499,0.0,,,0.1266,normal,0.0633,Low
JE106964,0.0,,,0.1266,normal,0.0633,Low
JE106101,0.0,,,0.1266,normal,0.0633,Low
JE104161,0.0,,,0.1264,normal,0.0632,Low
JE103630,0.0,,,0.1265,normal,0.0632,Low
JE105248,0.0,,,0.1264,normal,0.0632,Low
JE102521,0.0,,,0.126,normal,0.063,Low
JE101900,0.0,,,0.1261,normal,0.063,Low
JE106001,0.0,,,0.1259,normal,0.063,Low
JE104907,0.0,,,0.1258,normal,0.0629,Low
JE105524,0.0,,,0.1258,normal,0.0629,Low
JE105901,0.0,,,0.1257,normal,0.0628,Low
JE107709,0.0,,,0.1257,normal,0.0628,Low
JE104534,0.0,,,0.1257,normal,0.0628,Low
JE104730,0.0,,,0.1254,normal,0.0627,Low
JE101295,0.0,,,0.1252,normal,0.0626,Low
JE105140,0.0,,,0.1253,normal,0.0626,Low
JE107548,0.0,,,0.1248,normal,0.0624,Low
JE102705,0.0,,,0.1248,normal,0.0624,Low
JE105232,0.0,,,0.1248,normal,0.0624,Low
JE102526,0.0,,,0.1246,normal,0.0623,Low
JE103567,0.0,,,0.1243,normal,0.0622,Low
JE100724,0.0,,,0.1244,normal,0.0622,Low
JE100440,0.0,,,0.1244,normal,0.0622,Low
JE100164,0.0,,,0.1243,normal,0.0622,Low
JE105218,0.0,,,0.1244,normal,0.0622,Low
JE107385,0.0,,,0.1243,normal,0.0622,Low
JE106532,0.0,,,0.1245,normal,0.0622,Low
JE106811,0.0,,,0.1244,normal,0.0622,Low
JE104572,0.0,,,0.1245,normal,0.0622,Low
JE102123,0.0,,,0.1242,normal,0.0621,Low
JE107893,0.0,,,0.1241,normal,0.062,Low
JE104743,0.0,,,0.124,normal,0.062,Low
JE105680,0.0,,,0.1239,normal,0.062,Low
JE107378,0.0,,,0.1241,normal,0.062,Low
JE106171,0.0,,,0.1239,normal,0.062,Low
JE105099,0.0,,,0.1239,normal,0.062,Low
JE105031,0.0,,,0.1241,normal,0.062,Low
JE104858,0.0,,,0.1239,normal,0.062,Low
JE102208,0.0,,,0.1239,normal,0.062,Low
JE102488,0.0,,,0.1238,normal,0.0619,Low
JE107609,0.0,,,0.1237,normal,0.0618,Low
JE103748,0.0,,,0.1235,normal,0.0618,Low
JE105591,0.0,,,0.1235,normal,0.0618,Low
JE103075,0.0,,,0.1235,normal,0.0618,Low
JE105364,0.0,,,0.1231,normal,0.0616,Low
JE106972,0.0,,,0.1232,normal,0.0616,Low
JE100943,0.0,,,0.1231,normal,0.0616,Low
JE105618,0.0,,,0.1231,normal,0.0616,Low
JE106044,0.0,,,0.1233,normal,0.0616,Low
JE100229,0.0,,,0.123,normal,0.0615,Low
JE107438,0.0,,,0.1227,normal,0.0614,Low
JE103240,0.0,,,0.1229,normal,0.0614,Low
JE105602,0.0,,,0.1225,normal,0.0612,Low
JE106269,0.0,,,0.1224,normal,0.0612,Low
JE103425,0.0,,,0.1224,normal,0.0612,Low
JE102755,0.0,,,0.1225,normal,0.0612,Low
JE101091,0.0,,,0.1223,normal,0.0612,Low
JE104609,0.0,,,0.1225,normal,0.0612,Low
JE105365,0.0,,,0.1222,normal,0.0611,Low
JE102676,0.0,,,0.1222,normal,0.0611,Low
JE101422,0.0,,,0.122,normal,0.061,Low
JE102880,0.0,,,0.1219,normal,0.061,Low
JE105507,0.0,,,0.122,normal,0.061,Low
JE104787,0.0,,,0.122,normal,0.061,Low
JE100181,0.0,,,0.1219,normal,0.061,Low
JE102729,0.0,,,0.1218,normal,0.0609,Low
JE100749,0.0,,,0.1218,normal,0.0609,Low
JE100949,0.0,,,0.1218,normal,0.0609,Low
JE106166,0.0,,,0.1217,normal,0.0608,Low
JE105538,0.0,,,0.1216,normal,0.0608,Low
JE101358,0.0,,,0.1216,normal,0.0608,Low
JE103917,0.0,,,0.1217,normal,0.0608,Low
JE100257,0.0,,,0.1216,normal,0.0608,Low
JE101481,0.0,,,0.1214,normal,0.0607,Low
JE102212,0.0,,,0.1214,normal,0.0607,Low
JE103239,0.0,,,0.1212,normal,0.0606,Low
JE103170,0.0,,,0.1211,normal,0.0606,Low
JE106582,0.0,,,0.1211,normal,0.0606,Low
JE103697,0.0,,,0.121,normal,0.0605,Low
JE102274,0.0,,,0.121,normal,0.0605,Low
JE104355,0.0,,,0.1208,normal,0.0604,Low
JE107925,0.0,,,0.1203,normal,0.0602,Low
JE104961,0.0,,,0.1202,normal,0.0601,Low
JE107514,0.0,,,0.1202,normal,0.0601,Low
JE107742,0.0,,,0.1202,normal,0.0601,Low
JE102386,0.0,,,0.12,normal,0.06,Low
JE102387,0.0,,,0.1201,normal,0.06,Low
JE106866,0.0,,,0.12,normal,0.06,Low
JE102058,0.0,,,0.12,normal,0.06,Low
JE102435,0.0,,,0.1199,normal,0.06,Low
JE100156,0.0,,,0.1199,normal,0.06,Low
JE100589,0.0,,,0.1201,normal,0.06,Low
JE101093,0.0,,,0.1199,normal,0.06,Low
JE101004,0.0,,,0.1197,normal,0.0598,Low
JE104488,0.0,,,0.1197,normal,0.0598,Low
JE103210,0.0,,,0.1195,normal,0.0598,Low
JE101656,0.0,,,0.1196,normal,0.0598,Low
JE106885,0.0,,,0.1194,normal,0.0597,Low
JE101603,0.0,,,0.1191,normal,0.0596,Low
JE102452,0.0,,,0.1191,normal,0.0596,Low
JE105821,0.0,,,0.1193,normal,0.0596,Low
JE101148,0.0,,,0.119,normal,0.0595,Low
JE107472,0.0,,,0.1189,normal,0.0594,Low
JE102222,0.0,,,0.1187,normal,0.0594,Low
JE103123,0.0,,,0.1189,normal,0.0594,Low
JE106443,0.0,,,0.1186,normal,0.0593,Low
JE107011,0.0,,,0.1186,normal,0.0593,Low
JE104054,0.0,,,0.1185,normal,0.0592,Low
JE104653,0.0,,,0.1183,normal,0.0592,Low
JE106687,0.0,,,0.1185,normal,0.0592,Low
JE103079,0.0,,,0.1183,normal,0.0592,Low
JE102237,0.0,,,0.1184,normal,0.0592,Low
JE100618,0.0,,,0.1182,normal,0.0591,Low
JE105372,0.0,,,0.1182,normal,0.0591,Low
JE107081,0.0,,,0.1182,normal,0.0591,Low
JE100230,0.0,,,0.1181,normal,0.059,Low
JE105816,0.0,,,0.1179,normal,0.059,Low
JE107229,0.0,,,0.118,normal,0.059,Low
JE101042,0.0,,,0.118,normal,0.059,Low
JE102047,0.0,,,0.1177,normal,0.0588,Low
JE100228,0.0,,,0.1173,normal,0.0586,Low
JE104764,0.0,,,0.1171,normal,0.0586,Low
JE104467,0.0,,,0.1171,normal,0.0586,Low
JE101917,0.0,,,0.1171,normal,0.0586,Low
JE105314,0.0,,,0.1167,normal,0.0584,Low
JE104515,0.0,,,0.1167,normal,0.0584,Low
JE101864,0.0,,,0.1168,normal,0.0584,Low
JE102461,0.0,,,0.1166,normal,0.0583,Low
JE105639,0.0,,,0.1166,normal,0.0583,Low
JE107306,0.0,,,0.1166,normal,0.0583,Low
JE102254,0.0,,,0.1166,normal,0.0583,Low
JE104555,0.0,,,0.1166,normal,0.0583,Low
JE105157,0.0,,,0.1166,normal,0.0583,Low
JE100777,0.0,,,0.1162,normal,0.0581,Low
JE104264,0.0,,,0.1162,normal,0.0581,Low
JE100454,0.0,,,0.1162,normal,0.0581,Low
JE105138,0.0,,,0.1159,normal,0.058,Low
JE106255,0.0,,,0.1161,normal,0.058,Low
JE100806,0.0,,,0.1158,normal,0.0579,Low
JE101337,0.0,,,0.1157,normal,0.0578,Low
JE102052,0.0,,,0.1157,normal,0.0578,Low
JE107358,0.0,,,0.1157,normal,0.0578,Low
JE104821,0.0,,,0.1155,normal,0.0578,Low
JE107462,0.0,,,0.1155,normal,0.0578,Low
JE105640,0.0,,,0.1156,normal,0.0578,Low
JE101613,0.0,,,0.1154,normal,0.0577,Low
JE106647,0.0,,,0.1153,normal,0.0576,Low
JE100169,0.0,,,0.1151,normal,0.0576,Low
JE101770,0.0,,,0.1151,normal,0.0576,Low
JE104667,0.0,,,0.1152,normal,0.0576,Low
JE100079,0.0,,,0.1152,normal,0.0576,Low
JE104517,0.0,,,0.115,normal,0.0575,Low
JE104172,0.0,,,0.115,normal,0.0575,Low
JE103073,0.0,,,0.1147,normal,0.0574,Low
JE101293,0.0,,,0.1147,normal,0.0574,Low
JE103675,0.0,,,0.1147,normal,0.0574,Low
JE102653,0.0,,,0.1149,normal,0.0574,Low
JE106718,0.0,,,0.1149,normal,0.0574,Low
JE101249,0.0,,,0.1148,normal,0.0574,Low
JE102495,0.0,,,0.1147,normal,0.0574,Low
JE107708,0.0,,,0.1144,normal,0.0572,Low
JE106010,0.0,,,0.1144,normal,0.0572,Low
JE107682,0.0,,,0.1143,normal,0.0572,Low
JE104447,0.0,,,0.1142,normal,0.0571,Low
JE101019,0.0,,,0.1142,normal,0.0571,Low
JE102559,0.0,,,0.1142,normal,0.0571,Low
JE107435,0.0,,,0.1139,normal,0.057,Low
JE101581,0.0,,,0.1141,normal,0.057,Low
JE103323,0.0,,,0.1138,normal,0.0569,Low
JE100185,0.0,,,0.1138,normal,0.0569,Low
JE102364,0.0,,,0.1135,normal,0.0568,Low
JE102432,0.0,,,0.1136,normal,0.0568,Low
JE106074,0.0,,,0.1135,normal,0.0568,Low
JE103502,0.0,,,0.1134,normal,0.0567,Low
JE106527,0.0,,,0.1134,normal,0.0567,Low
JE104655,0.0,,,0.1131,normal,0.0566,Low
JE101881,0.0,,,0.1127,normal,0.0564,Low
JE101081,0.0,,,0.1127,normal,0.0564,Low
JE106752,0.0,,,0.1128,normal,0.0564,Low
JE106601,0.0,,,0.1127,normal,0.0564,Low
JE104886,0.0,,,0.1128,normal,0.0564,Low
JE101834,0.0,,,0.1127,normal,0.0564,Low
JE100851,0.0,,,0.1127,normal,0.0564,Low
JE102438,0.0,,,0.1126,normal,0.0563,Low
JE101989,0.0,,,0.1126,normal,0.0563,Low
JE104002,0.0,,,0.1126,normal,0.0563,Low
JE105498,0.0,,,0.1124,normal,0.0562,Low
JE102562,0.0,,,0.1124,normal,0.0562,Low
JE106177,0.0,,,0.1125,normal,0.0562,Low
JE104385,0.0,,,0.1122,normal,0.0561,Low
JE106858,0.0,,,0.1121,normal,0.056,Low
JE101785,0.0,,,0.112,normal,0.056,Low
JE101659,0.0,,,0.1121,normal,0.056,Low
JE101753,0.0,,,0.1119,normal,0.056,Low
JE105233,0.0,,,0.1118,normal,0.0559,Low
JE102798,0.0,,,0.1115,normal,0.0558,Low
JE101264,0.0,,,0.1116,normal,0.0558,Low
JE105396,0.0,,,0.1115,normal,0.0558,Low
JE107643,0.0,,,0.1111,normal,0.0556,Low
JE101413,0.0,,,0.111,normal,0.0555,Low
JE100762,0.0,,,0.111,normal,0.0555,Low
JE103705,0.0,,,0.1109,normal,0.0554,Low
JE102057,0.0,,,0.1108,normal,0.0554,Low
JE100002,0.0,,,0.1107,normal,0.0554,Low
JE104906,0.0,,,0.1107,normal,0.0554,Low
JE102817,0.0,,,0.1103,normal,0.0552,Low
JE104125,0.0,,,0.1103,normal,0.0552,Low
JE102379,0.0,,,0.1104,normal,0.0552,Low
JE102989,0.0,,,0.1101,normal,0.055,Low
JE101743,0.0,,,0.1099,normal,0.055,Low
